year,season,round,team,updated
2003,2003/04,F,AS Monaco,2023-06-16
2003,2003/04,F,FC Porto,2023-06-16
2003,2003/04,SF,FC Porto,2023-06-16
2003,2003/04,SF,Deportivo La Coruña,2023-06-16
2003,2003/04,SF,AS Monaco,2023-06-16
2003,2003/04,SF,Chelsea,2023-06-16
2003,2003/04,QF,Chelsea,2023-06-16
2003,2003/04,QF,Arsenal,2023-06-16
2003,2003/04,QF,Real Madrid,2023-06-16
2003,2003/04,QF,AS Monaco,2023-06-16
2003,2003/04,QF,AC Milan,2023-06-16
2003,2003/04,QF,Deportivo La Coruña,2023-06-16
2003,2003/04,QF,FC Porto,2023-06-16
2003,2003/04,QF,Olympique Lyon,2023-06-16
2003,2003/04,R16,Lokomotiv Moscow,2023-06-16
2003,2003/04,R16,AS Monaco,2023-06-16
2003,2003/04,R16,Sparta Praha,2023-06-16
2003,2003/04,R16,AC Milan,2023-06-16
2003,2003/04,R16,Bayern München,2023-06-16
2003,2003/04,R16,Real Madrid,2023-06-16
2003,2003/04,R16,Celta de Vigo,2023-06-16
2003,2003/04,R16,Arsenal,2023-06-16
2003,2003/04,R16,Deportivo La Coruña,2023-06-16
2003,2003/04,R16,Juventus,2023-06-16
2003,2003/04,R16,Real Sociedad,2023-06-16
2003,2003/04,R16,Olympique Lyon,2023-06-16
2003,2003/04,R16,FC Porto,2023-06-16
2003,2003/04,R16,Manchester United,2023-06-16
2003,2003/04,R16,VfB Stuttgart,2023-06-16
2003,2003/04,R16,Chelsea,2023-06-16
2003,2003/04,GS,AC Milan,2023-06-16
2003,2003/04,GS,Club Brugge,2023-06-16
2003,2003/04,GS,Ajax,2023-06-16
2003,2003/04,GS,Celta de Vigo,2023-06-16
2003,2003/04,GS,Ajax,2023-06-16
2003,2003/04,GS,Club Brugge,2023-06-16
2003,2003/04,GS,Celta de Vigo,2023-06-16
2003,2003/04,GS,AC Milan,2023-06-16
2003,2003/04,GS,Club Brugge,2023-06-16
2003,2003/04,GS,Celta de Vigo,2023-06-16
2003,2003/04,GS,AC Milan,2023-06-16
2003,2003/04,GS,Ajax,2023-06-16
2003,2003/04,GS,Sparta Praha,2023-06-16
2003,2003/04,GS,Besiktas,2023-06-16
2003,2003/04,GS,Chelsea,2023-06-16
2003,2003/04,GS,Lazio,2023-06-16
2003,2003/04,GS,Chelsea,2023-06-16
2003,2003/04,GS,Besiktas,2023-06-16
2003,2003/04,GS,Lazio,2023-06-16
2003,2003/04,GS,Sparta Praha,2023-06-16
2003,2003/04,GS,Besiktas,2023-06-16
2003,2003/04,GS,Lazio,2023-06-16
2003,2003/04,GS,Sparta Praha,2023-06-16
2003,2003/04,GS,Chelsea,2023-06-16
2003,2003/04,GS,Real Madrid,2023-06-16
2003,2003/04,GS,Partizan Belgrade,2023-06-16
2003,2003/04,GS,Olympique Marseille,2023-06-16
2003,2003/04,GS,FC Porto,2023-06-16
2003,2003/04,GS,Olympique Marseille,2023-06-16
2003,2003/04,GS,Partizan Belgrade,2023-06-16
2003,2003/04,GS,FC Porto,2023-06-16
2003,2003/04,GS,Real Madrid,2023-06-16
2003,2003/04,GS,Partizan Belgrade,2023-06-16
2003,2003/04,GS,FC Porto,2023-06-16
2003,2003/04,GS,Real Madrid,2023-06-16
2003,2003/04,GS,Olympique Marseille,2023-06-16
2003,2003/04,GS,Glasgow Rangers,2023-06-16
2003,2003/04,GS,Manchester United,2023-06-16
2003,2003/04,GS,VfB Stuttgart,2023-06-16
2003,2003/04,GS,Panathinaikos,2023-06-16
2003,2003/04,GS,VfB Stuttgart,2023-06-16
2003,2003/04,GS,Manchester United,2023-06-16
2003,2003/04,GS,Panathinaikos,2023-06-16
2003,2003/04,GS,Glasgow Rangers,2023-06-16
2003,2003/04,GS,Manchester United,2023-06-16
2003,2003/04,GS,Panathinaikos,2023-06-16
2003,2003/04,GS,Glasgow Rangers,2023-06-16
2003,2003/04,GS,VfB Stuttgart,2023-06-16
2003,2003/04,GS,Juventus,2023-06-16
2003,2003/04,GS,Real Sociedad,2023-06-16
2003,2003/04,GS,Galatasaray,2023-06-16
2003,2003/04,GS,Olympiakos Piraeus,2023-06-16
2003,2003/04,GS,Galatasaray,2023-06-16
2003,2003/04,GS,Real Sociedad,2023-06-16
2003,2003/04,GS,Olympiakos Piraeus,2023-06-16
2003,2003/04,GS,Juventus,2023-06-16
2003,2003/04,GS,Real Sociedad,2023-06-16
2003,2003/04,GS,Olympiakos Piraeus,2023-06-16
2003,2003/04,GS,Juventus,2023-06-16
2003,2003/04,GS,Galatasaray,2023-06-16
2003,2003/04,GS,AEK Athens,2023-06-16
2003,2003/04,GS,PSV Eindhoven,2023-06-16
2003,2003/04,GS,Deportivo La Coruña,2023-06-16
2003,2003/04,GS,AS Monaco,2023-06-16
2003,2003/04,GS,Deportivo La Coruña,2023-06-16
2003,2003/04,GS,PSV Eindhoven,2023-06-16
2003,2003/04,GS,AS Monaco,2023-06-16
2003,2003/04,GS,AEK Athens,2023-06-16
2003,2003/04,GS,PSV Eindhoven,2023-06-16
2003,2003/04,GS,AS Monaco,2023-06-16
2003,2003/04,GS,AEK Athens,2023-06-16
2003,2003/04,GS,Deportivo La Coruña,2023-06-16
2003,2003/04,GS,Dinamo Kiev,2023-06-16
2003,2003/04,GS,Arsenal,2023-06-16
2003,2003/04,GS,Lokomotiv Moscow,2023-06-16
2003,2003/04,GS,Internazionale,2023-06-16
2003,2003/04,GS,Lokomotiv Moscow,2023-06-16
2003,2003/04,GS,Arsenal,2023-06-16
2003,2003/04,GS,Internazionale,2023-06-16
2003,2003/04,GS,Dinamo Kiev,2023-06-16
2003,2003/04,GS,Arsenal,2023-06-16
2003,2003/04,GS,Internazionale,2023-06-16
2003,2003/04,GS,Dinamo Kiev,2023-06-16
2003,2003/04,GS,Lokomotiv Moscow,2023-06-16
2003,2003/04,GS,Olympique Lyon,2023-06-16
2003,2003/04,GS,Bayern München,2023-06-16
2003,2003/04,GS,Anderlecht,2023-06-16
2003,2003/04,GS,Celtic,2023-06-16
2003,2003/04,GS,Anderlecht,2023-06-16
2003,2003/04,GS,Bayern München,2023-06-16
2003,2003/04,GS,Celtic,2023-06-16
2003,2003/04,GS,Olympique Lyon,2023-06-16
2003,2003/04,GS,Bayern München,2023-06-16
2003,2003/04,GS,Celtic,2023-06-16
2003,2003/04,GS,Olympique Lyon,2023-06-16
2003,2003/04,GS,Anderlecht,2023-06-16
2004,2004/05,F,Liverpool,2023-06-16
2004,2004/05,F,AC Milan,2023-06-16
2004,2004/05,SF,Chelsea,2023-06-16
2004,2004/05,SF,Liverpool,2023-06-16
2004,2004/05,SF,AC Milan,2023-06-16
2004,2004/05,SF,PSV Eindhoven,2023-06-16
2004,2004/05,QF,Chelsea,2023-06-16
2004,2004/05,QF,Bayern München,2023-06-16
2004,2004/05,QF,AC Milan,2023-06-16
2004,2004/05,QF,Internazionale,2023-06-16
2004,2004/05,QF,Olympique Lyon,2023-06-16
2004,2004/05,QF,PSV Eindhoven,2023-06-16
2004,2004/05,QF,Liverpool,2023-06-16
2004,2004/05,QF,Juventus,2023-06-16
2004,2004/05,R16,Bayern München,2023-06-16
2004,2004/05,R16,Arsenal,2023-06-16
2004,2004/05,R16,Manchester United,2023-06-16
2004,2004/05,R16,AC Milan,2023-06-16
2004,2004/05,R16,PSV Eindhoven,2023-06-16
2004,2004/05,R16,AS Monaco,2023-06-16
2004,2004/05,R16,Liverpool,2023-06-16
2004,2004/05,R16,Bayer Leverkusen,2023-06-16
2004,2004/05,R16,Werder Bremen,2023-06-16
2004,2004/05,R16,Olympique Lyon,2023-06-16
2004,2004/05,R16,FC Barcelona,2023-06-16
2004,2004/05,R16,Chelsea,2023-06-16
2004,2004/05,R16,FC Porto,2023-06-16
2004,2004/05,R16,Internazionale,2023-06-16
2004,2004/05,R16,Real Madrid,2023-06-16
2004,2004/05,R16,Juventus,2023-06-16
2004,2004/05,GS,Paris Saint-Germain,2023-06-16
2004,2004/05,GS,FC Porto,2023-06-16
2004,2004/05,GS,Chelsea,2023-06-16
2004,2004/05,GS,CSKA Moscow,2023-06-16
2004,2004/05,GS,Chelsea,2023-06-16
2004,2004/05,GS,FC Porto,2023-06-16
2004,2004/05,GS,CSKA Moscow,2023-06-16
2004,2004/05,GS,Paris Saint-Germain,2023-06-16
2004,2004/05,GS,FC Porto,2023-06-16
2004,2004/05,GS,CSKA Moscow,2023-06-16
2004,2004/05,GS,Paris Saint-Germain,2023-06-16
2004,2004/05,GS,Chelsea,2023-06-16
2004,2004/05,GS,Valencia,2023-06-16
2004,2004/05,GS,Internazionale,2023-06-16
2004,2004/05,GS,Anderlecht,2023-06-16
2004,2004/05,GS,Werder Bremen,2023-06-16
2004,2004/05,GS,Anderlecht,2023-06-16
2004,2004/05,GS,Internazionale,2023-06-16
2004,2004/05,GS,Werder Bremen,2023-06-16
2004,2004/05,GS,Valencia,2023-06-16
2004,2004/05,GS,Internazionale,2023-06-16
2004,2004/05,GS,Werder Bremen,2023-06-16
2004,2004/05,GS,Valencia,2023-06-16
2004,2004/05,GS,Anderlecht,2023-06-16
2004,2004/05,GS,Shakhtar Donetsk,2023-06-16
2004,2004/05,GS,Celtic,2023-06-16
2004,2004/05,GS,AC Milan,2023-06-16
2004,2004/05,GS,FC Barcelona,2023-06-16
2004,2004/05,GS,AC Milan,2023-06-16
2004,2004/05,GS,Celtic,2023-06-16
2004,2004/05,GS,FC Barcelona,2023-06-16
2004,2004/05,GS,Shakhtar Donetsk,2023-06-16
2004,2004/05,GS,Celtic,2023-06-16
2004,2004/05,GS,FC Barcelona,2023-06-16
2004,2004/05,GS,Shakhtar Donetsk,2023-06-16
2004,2004/05,GS,AC Milan,2023-06-16
2004,2004/05,GS,Panathinaikos,2023-06-16
2004,2004/05,GS,Arsenal,2023-06-16
2004,2004/05,GS,Rosenborg BK,2023-06-16
2004,2004/05,GS,PSV Eindhoven,2023-06-16
2004,2004/05,GS,Rosenborg BK,2023-06-16
2004,2004/05,GS,Arsenal,2023-06-16
2004,2004/05,GS,PSV Eindhoven,2023-06-16
2004,2004/05,GS,Panathinaikos,2023-06-16
2004,2004/05,GS,Arsenal,2023-06-16
2004,2004/05,GS,PSV Eindhoven,2023-06-16
2004,2004/05,GS,Panathinaikos,2023-06-16
2004,2004/05,GS,Rosenborg BK,2023-06-16
2004,2004/05,GS,Fenerbahçe,2023-06-16
2004,2004/05,GS,Olympique Lyon,2023-06-16
2004,2004/05,GS,Sparta Praha,2023-06-16
2004,2004/05,GS,Manchester United,2023-06-16
2004,2004/05,GS,Sparta Praha,2023-06-16
2004,2004/05,GS,Olympique Lyon,2023-06-16
2004,2004/05,GS,Manchester United,2023-06-16
2004,2004/05,GS,Fenerbahçe,2023-06-16
2004,2004/05,GS,Olympique Lyon,2023-06-16
2004,2004/05,GS,Manchester United,2023-06-16
2004,2004/05,GS,Fenerbahçe,2023-06-16
2004,2004/05,GS,Sparta Praha,2023-06-16
2004,2004/05,GS,Ajax,2023-06-16
2004,2004/05,GS,Maccabi Tel-Aviv,2023-06-16
2004,2004/05,GS,Juventus,2023-06-16
2004,2004/05,GS,Bayern München,2023-06-16
2004,2004/05,GS,Juventus,2023-06-16
2004,2004/05,GS,Maccabi Tel-Aviv,2023-06-16
2004,2004/05,GS,Bayern München,2023-06-16
2004,2004/05,GS,Ajax,2023-06-16
2004,2004/05,GS,Maccabi Tel-Aviv,2023-06-16
2004,2004/05,GS,Bayern München,2023-06-16
2004,2004/05,GS,Ajax,2023-06-16
2004,2004/05,GS,Juventus,2023-06-16
2004,2004/05,GS,Bayer Leverkusen,2023-06-16
2004,2004/05,GS,AS Roma,2023-06-16
2004,2004/05,GS,Real Madrid,2023-06-16
2004,2004/05,GS,Dinamo Kiev,2023-06-16
2004,2004/05,GS,Real Madrid,2023-06-16
2004,2004/05,GS,AS Roma,2023-06-16
2004,2004/05,GS,Dinamo Kiev,2023-06-16
2004,2004/05,GS,Bayer Leverkusen,2023-06-16
2004,2004/05,GS,AS Roma,2023-06-16
2004,2004/05,GS,Dinamo Kiev,2023-06-16
2004,2004/05,GS,Bayer Leverkusen,2023-06-16
2004,2004/05,GS,Real Madrid,2023-06-16
2004,2004/05,GS,Liverpool,2023-06-16
2004,2004/05,GS,Deportivo La Coruña,2023-06-16
2004,2004/05,GS,AS Monaco,2023-06-16
2004,2004/05,GS,Olympiakos Piraeus,2023-06-16
2004,2004/05,GS,AS Monaco,2023-06-16
2004,2004/05,GS,Deportivo La Coruña,2023-06-16
2004,2004/05,GS,Olympiakos Piraeus,2023-06-16
2004,2004/05,GS,Liverpool,2023-06-16
2004,2004/05,GS,Deportivo La Coruña,2023-06-16
2004,2004/05,GS,Olympiakos Piraeus,2023-06-16
2004,2004/05,GS,Liverpool,2023-06-16
2004,2004/05,GS,AS Monaco,2023-06-16
2005,2005/06,F,FC Barcelona,2023-06-16
2005,2005/06,F,Arsenal,2023-06-16
2005,2005/06,SF,AC Milan,2023-06-16
2005,2005/06,SF,FC Barcelona,2023-06-16
2005,2005/06,SF,Arsenal,2023-06-16
2005,2005/06,SF,Villarreal,2023-06-16
2005,2005/06,QF,Benfica,2023-06-16
2005,2005/06,QF,FC Barcelona,2023-06-16
2005,2005/06,QF,Internazionale,2023-06-16
2005,2005/06,QF,Villarreal,2023-06-16
2005,2005/06,QF,Olympique Lyon,2023-06-16
2005,2005/06,QF,AC Milan,2023-06-16
2005,2005/06,QF,Arsenal,2023-06-16
2005,2005/06,QF,Juventus,2023-06-16
2005,2005/06,R16,Glasgow Rangers,2023-06-16
2005,2005/06,R16,Villarreal,2023-06-16
2005,2005/06,R16,Benfica,2023-06-16
2005,2005/06,R16,Liverpool,2023-06-16
2005,2005/06,R16,Ajax,2023-06-16
2005,2005/06,R16,Internazionale,2023-06-16
2005,2005/06,R16,PSV Eindhoven,2023-06-16
2005,2005/06,R16,Olympique Lyon,2023-06-16
2005,2005/06,R16,Bayern München,2023-06-16
2005,2005/06,R16,AC Milan,2023-06-16
2005,2005/06,R16,Werder Bremen,2023-06-16
2005,2005/06,R16,Juventus,2023-06-16
2005,2005/06,R16,Real Madrid,2023-06-16
2005,2005/06,R16,Arsenal,2023-06-16
2005,2005/06,R16,Chelsea,2023-06-16
2005,2005/06,R16,FC Barcelona,2023-06-16
2005,2005/06,GS,Glasgow Rangers,2023-06-16
2005,2005/06,GS,Petrzalka Bratislava,2023-06-16
2005,2005/06,GS,FC Porto,2023-06-16
2005,2005/06,GS,Internazionale,2023-06-16
2005,2005/06,GS,FC Porto,2023-06-16
2005,2005/06,GS,Petrzalka Bratislava,2023-06-16
2005,2005/06,GS,Internazionale,2023-06-16
2005,2005/06,GS,Glasgow Rangers,2023-06-16
2005,2005/06,GS,Petrzalka Bratislava,2023-06-16
2005,2005/06,GS,Internazionale,2023-06-16
2005,2005/06,GS,Glasgow Rangers,2023-06-16
2005,2005/06,GS,FC Porto,2023-06-16
2005,2005/06,GS,Chelsea,2023-06-16
2005,2005/06,GS,Real Betis,2023-06-16
2005,2005/06,GS,Anderlecht,2023-06-16
2005,2005/06,GS,Liverpool,2023-06-16
2005,2005/06,GS,Anderlecht,2023-06-16
2005,2005/06,GS,Real Betis,2023-06-16
2005,2005/06,GS,Liverpool,2023-06-16
2005,2005/06,GS,Chelsea,2023-06-16
2005,2005/06,GS,Real Betis,2023-06-16
2005,2005/06,GS,Liverpool,2023-06-16
2005,2005/06,GS,Chelsea,2023-06-16
2005,2005/06,GS,Anderlecht,2023-06-16
2005,2005/06,GS,Olympique Lyon,2023-06-16
2005,2005/06,GS,Olympiakos Piraeus,2023-06-16
2005,2005/06,GS,Real Madrid,2023-06-16
2005,2005/06,GS,Rosenborg BK,2023-06-16
2005,2005/06,GS,Real Madrid,2023-06-16
2005,2005/06,GS,Olympiakos Piraeus,2023-06-16
2005,2005/06,GS,Rosenborg BK,2023-06-16
2005,2005/06,GS,Olympique Lyon,2023-06-16
2005,2005/06,GS,Olympiakos Piraeus,2023-06-16
2005,2005/06,GS,Rosenborg BK,2023-06-16
2005,2005/06,GS,Olympique Lyon,2023-06-16
2005,2005/06,GS,Real Madrid,2023-06-16
2005,2005/06,GS,AC Milan,2023-06-16
2005,2005/06,GS,PSV Eindhoven,2023-06-16
2005,2005/06,GS,Fenerbahçe,2023-06-16
2005,2005/06,GS,Schalke 04,2023-06-16
2005,2005/06,GS,Fenerbahçe,2023-06-16
2005,2005/06,GS,PSV Eindhoven,2023-06-16
2005,2005/06,GS,Schalke 04,2023-06-16
2005,2005/06,GS,AC Milan,2023-06-16
2005,2005/06,GS,PSV Eindhoven,2023-06-16
2005,2005/06,GS,Schalke 04,2023-06-16
2005,2005/06,GS,AC Milan,2023-06-16
2005,2005/06,GS,Fenerbahçe,2023-06-16
2005,2005/06,GS,Villarreal,2023-06-16
2005,2005/06,GS,Benfica,2023-06-16
2005,2005/06,GS,Manchester United,2023-06-16
2005,2005/06,GS,Lille OSC,2023-06-16
2005,2005/06,GS,Manchester United,2023-06-16
2005,2005/06,GS,Benfica,2023-06-16
2005,2005/06,GS,Lille OSC,2023-06-16
2005,2005/06,GS,Villarreal,2023-06-16
2005,2005/06,GS,Benfica,2023-06-16
2005,2005/06,GS,Lille OSC,2023-06-16
2005,2005/06,GS,Villarreal,2023-06-16
2005,2005/06,GS,Manchester United,2023-06-16
2005,2005/06,GS,Udinese,2023-06-16
2005,2005/06,GS,Werder Bremen,2023-06-16
2005,2005/06,GS,Panathinaikos,2023-06-16
2005,2005/06,GS,FC Barcelona,2023-06-16
2005,2005/06,GS,Panathinaikos,2023-06-16
2005,2005/06,GS,Werder Bremen,2023-06-16
2005,2005/06,GS,FC Barcelona,2023-06-16
2005,2005/06,GS,Udinese,2023-06-16
2005,2005/06,GS,Werder Bremen,2023-06-16
2005,2005/06,GS,FC Barcelona,2023-06-16
2005,2005/06,GS,Udinese,2023-06-16
2005,2005/06,GS,Panathinaikos,2023-06-16
2005,2005/06,GS,Sparta Praha,2023-06-16
2005,2005/06,GS,Arsenal,2023-06-16
2005,2005/06,GS,Ajax,2023-06-16
2005,2005/06,GS,FC Thun,2023-06-16
2005,2005/06,GS,Ajax,2023-06-16
2005,2005/06,GS,Arsenal,2023-06-16
2005,2005/06,GS,FC Thun,2023-06-16
2005,2005/06,GS,Sparta Praha,2023-06-16
2005,2005/06,GS,Arsenal,2023-06-16
2005,2005/06,GS,FC Thun,2023-06-16
2005,2005/06,GS,Sparta Praha,2023-06-16
2005,2005/06,GS,Ajax,2023-06-16
2005,2005/06,GS,Rapid Wien,2023-06-16
2005,2005/06,GS,Club Brugge,2023-06-16
2005,2005/06,GS,Bayern München,2023-06-16
2005,2005/06,GS,Juventus,2023-06-16
2005,2005/06,GS,Bayern München,2023-06-16
2005,2005/06,GS,Club Brugge,2023-06-16
2005,2005/06,GS,Juventus,2023-06-16
2005,2005/06,GS,Rapid Wien,2023-06-16
2005,2005/06,GS,Club Brugge,2023-06-16
2005,2005/06,GS,Juventus,2023-06-16
2005,2005/06,GS,Rapid Wien,2023-06-16
2005,2005/06,GS,Bayern München,2023-06-16
2006,2006/07,F,Liverpool,2023-06-16
2006,2006/07,F,AC Milan,2023-06-16
2006,2006/07,SF,Manchester United,2023-06-16
2006,2006/07,SF,AC Milan,2023-06-16
2006,2006/07,SF,Chelsea,2023-06-16
2006,2006/07,SF,Liverpool,2023-06-16
2006,2006/07,QF,Chelsea,2023-06-16
2006,2006/07,QF,Valencia,2023-06-16
2006,2006/07,QF,AS Roma,2023-06-16
2006,2006/07,QF,Manchester United,2023-06-16
2006,2006/07,QF,PSV Eindhoven,2023-06-16
2006,2006/07,QF,Liverpool,2023-06-16
2006,2006/07,QF,AC Milan,2023-06-16
2006,2006/07,QF,Bayern München,2023-06-16
2006,2006/07,R16,Internazionale,2023-06-16
2006,2006/07,R16,Valencia,2023-06-16
2006,2006/07,R16,FC Porto,2023-06-16
2006,2006/07,R16,Chelsea,2023-06-16
2006,2006/07,R16,FC Barcelona,2023-06-16
2006,2006/07,R16,Liverpool,2023-06-16
2006,2006/07,R16,AS Roma,2023-06-16
2006,2006/07,R16,Olympique Lyon,2023-06-16
2006,2006/07,R16,Real Madrid,2023-06-16
2006,2006/07,R16,Bayern München,2023-06-16
2006,2006/07,R16,PSV Eindhoven,2023-06-16
2006,2006/07,R16,Arsenal,2023-06-16
2006,2006/07,R16,Lille OSC,2023-06-16
2006,2006/07,R16,Manchester United,2023-06-16
2006,2006/07,R16,Celtic,2023-06-16
2006,2006/07,R16,AC Milan,2023-06-16
2006,2006/07,GS,Anderlecht,2023-06-16
2006,2006/07,GS,AC Milan,2023-06-16
2006,2006/07,GS,Lille OSC,2023-06-16
2006,2006/07,GS,AEK Athens,2023-06-16
2006,2006/07,GS,Lille OSC,2023-06-16
2006,2006/07,GS,AC Milan,2023-06-16
2006,2006/07,GS,AEK Athens,2023-06-16
2006,2006/07,GS,Anderlecht,2023-06-16
2006,2006/07,GS,AC Milan,2023-06-16
2006,2006/07,GS,AEK Athens,2023-06-16
2006,2006/07,GS,Anderlecht,2023-06-16
2006,2006/07,GS,Lille OSC,2023-06-16
2006,2006/07,GS,FC Porto,2023-06-16
2006,2006/07,GS,Hamburger SV,2023-06-16
2006,2006/07,GS,CSKA Moscow,2023-06-16
2006,2006/07,GS,Arsenal,2023-06-16
2006,2006/07,GS,CSKA Moscow,2023-06-16
2006,2006/07,GS,Hamburger SV,2023-06-16
2006,2006/07,GS,Arsenal,2023-06-16
2006,2006/07,GS,FC Porto,2023-06-16
2006,2006/07,GS,Hamburger SV,2023-06-16
2006,2006/07,GS,Arsenal,2023-06-16
2006,2006/07,GS,FC Porto,2023-06-16
2006,2006/07,GS,CSKA Moscow,2023-06-16
2006,2006/07,GS,Manchester United,2023-06-16
2006,2006/07,GS,FC København,2023-06-16
2006,2006/07,GS,Celtic,2023-06-16
2006,2006/07,GS,Benfica,2023-06-16
2006,2006/07,GS,Celtic,2023-06-16
2006,2006/07,GS,FC København,2023-06-16
2006,2006/07,GS,Benfica,2023-06-16
2006,2006/07,GS,Manchester United,2023-06-16
2006,2006/07,GS,FC København,2023-06-16
2006,2006/07,GS,Benfica,2023-06-16
2006,2006/07,GS,Manchester United,2023-06-16
2006,2006/07,GS,Celtic,2023-06-16
2006,2006/07,GS,Dinamo Kiev,2023-06-16
2006,2006/07,GS,Olympique Lyon,2023-06-16
2006,2006/07,GS,Steaua Bucuresti,2023-06-16
2006,2006/07,GS,Real Madrid,2023-06-16
2006,2006/07,GS,Steaua Bucuresti,2023-06-16
2006,2006/07,GS,Olympique Lyon,2023-06-16
2006,2006/07,GS,Real Madrid,2023-06-16
2006,2006/07,GS,Dinamo Kiev,2023-06-16
2006,2006/07,GS,Olympique Lyon,2023-06-16
2006,2006/07,GS,Real Madrid,2023-06-16
2006,2006/07,GS,Dinamo Kiev,2023-06-16
2006,2006/07,GS,Steaua Bucuresti,2023-06-16
2006,2006/07,GS,Olympiakos Piraeus,2023-06-16
2006,2006/07,GS,AS Roma,2023-06-16
2006,2006/07,GS,Valencia,2023-06-16
2006,2006/07,GS,Shakhtar Donetsk,2023-06-16
2006,2006/07,GS,Valencia,2023-06-16
2006,2006/07,GS,AS Roma,2023-06-16
2006,2006/07,GS,Shakhtar Donetsk,2023-06-16
2006,2006/07,GS,Olympiakos Piraeus,2023-06-16
2006,2006/07,GS,AS Roma,2023-06-16
2006,2006/07,GS,Shakhtar Donetsk,2023-06-16
2006,2006/07,GS,Olympiakos Piraeus,2023-06-16
2006,2006/07,GS,Valencia,2023-06-16
2006,2006/07,GS,Galatasaray,2023-06-16
2006,2006/07,GS,PSV Eindhoven,2023-06-16
2006,2006/07,GS,Girondins Bordeaux,2023-06-16
2006,2006/07,GS,Liverpool,2023-06-16
2006,2006/07,GS,Girondins Bordeaux,2023-06-16
2006,2006/07,GS,PSV Eindhoven,2023-06-16
2006,2006/07,GS,Liverpool,2023-06-16
2006,2006/07,GS,Galatasaray,2023-06-16
2006,2006/07,GS,PSV Eindhoven,2023-06-16
2006,2006/07,GS,Liverpool,2023-06-16
2006,2006/07,GS,Galatasaray,2023-06-16
2006,2006/07,GS,Girondins Bordeaux,2023-06-16
2006,2006/07,GS,Sporting CP Lisbon,2023-06-16
2006,2006/07,GS,Bayern München,2023-06-16
2006,2006/07,GS,Internazionale,2023-06-16
2006,2006/07,GS,Spartak Moscow,2023-06-16
2006,2006/07,GS,Internazionale,2023-06-16
2006,2006/07,GS,Bayern München,2023-06-16
2006,2006/07,GS,Spartak Moscow,2023-06-16
2006,2006/07,GS,Sporting CP Lisbon,2023-06-16
2006,2006/07,GS,Bayern München,2023-06-16
2006,2006/07,GS,Spartak Moscow,2023-06-16
2006,2006/07,GS,Sporting CP Lisbon,2023-06-16
2006,2006/07,GS,Internazionale,2023-06-16
2006,2006/07,GS,Chelsea,2023-06-16
2006,2006/07,GS,FC Barcelona,2023-06-16
2006,2006/07,GS,Werder Bremen,2023-06-16
2006,2006/07,GS,Levski Sofia,2023-06-16
2006,2006/07,GS,Werder Bremen,2023-06-16
2006,2006/07,GS,FC Barcelona,2023-06-16
2006,2006/07,GS,Levski Sofia,2023-06-16
2006,2006/07,GS,Chelsea,2023-06-16
2006,2006/07,GS,FC Barcelona,2023-06-16
2006,2006/07,GS,Levski Sofia,2023-06-16
2006,2006/07,GS,Chelsea,2023-06-16
2006,2006/07,GS,Werder Bremen,2023-06-16
2007,2007/08,F,Manchester United,2023-06-16
2007,2007/08,F,Chelsea,2023-06-16
2007,2007/08,SF,FC Barcelona,2023-06-16
2007,2007/08,SF,Manchester United,2023-06-16
2007,2007/08,SF,Liverpool,2023-06-16
2007,2007/08,SF,Chelsea,2023-06-16
2007,2007/08,QF,Fenerbahçe,2023-06-16
2007,2007/08,QF,Chelsea,2023-06-16
2007,2007/08,QF,Schalke 04,2023-06-16
2007,2007/08,QF,FC Barcelona,2023-06-16
2007,2007/08,QF,AS Roma,2023-06-16
2007,2007/08,QF,Manchester United,2023-06-16
2007,2007/08,QF,Arsenal,2023-06-16
2007,2007/08,QF,Liverpool,2023-06-16
2007,2007/08,R16,Fenerbahçe,2023-06-16
2007,2007/08,R16,Sevilla,2023-06-16
2007,2007/08,R16,Olympiakos Piraeus,2023-06-16
2007,2007/08,R16,Chelsea,2023-06-16
2007,2007/08,R16,Arsenal,2023-06-16
2007,2007/08,R16,AC Milan,2023-06-16
2007,2007/08,R16,AS Roma,2023-06-16
2007,2007/08,R16,Real Madrid,2023-06-16
2007,2007/08,R16,Liverpool,2023-06-16
2007,2007/08,R16,Internazionale,2023-06-16
2007,2007/08,R16,Schalke 04,2023-06-16
2007,2007/08,R16,FC Porto,2023-06-16
2007,2007/08,R16,Olympique Lyon,2023-06-16
2007,2007/08,R16,Manchester United,2023-06-16
2007,2007/08,R16,Celtic,2023-06-16
2007,2007/08,R16,FC Barcelona,2023-06-16
2007,2007/08,GS,Arsenal,2023-06-16
2007,2007/08,GS,Slavia Praha,2023-06-16
2007,2007/08,GS,Sevilla,2023-06-16
2007,2007/08,GS,Steaua Bucuresti,2023-06-16
2007,2007/08,GS,Sevilla,2023-06-16
2007,2007/08,GS,Slavia Praha,2023-06-16
2007,2007/08,GS,Steaua Bucuresti,2023-06-16
2007,2007/08,GS,Arsenal,2023-06-16
2007,2007/08,GS,Slavia Praha,2023-06-16
2007,2007/08,GS,Steaua Bucuresti,2023-06-16
2007,2007/08,GS,Arsenal,2023-06-16
2007,2007/08,GS,Sevilla,2023-06-16
2007,2007/08,GS,PSV Eindhoven,2023-06-16
2007,2007/08,GS,Fenerbahçe,2023-06-16
2007,2007/08,GS,CSKA Moscow,2023-06-16
2007,2007/08,GS,Internazionale,2023-06-16
